FlareLabel,Prediction,PredictionProbability
0,0,0.17844659090042114
0,0,0.179293692111969
0,0,0.1783018708229065
0,0,0.1774865984916687
0,0,0.17738550901412964
0,0,0.17693644762039185
0,0,0.17829352617263794
0,0,0.17824870347976685
0,0,0.17833131551742554
0,0,0.1781976819038391
0,0,0.17837893962860107
0,0,0.1787630319595337
0,0,0.17885911464691162
0,0,0.1794845461845398
0,0,0.1786922812461853
0,0,0.18022704124450684
0,0,0.17920279502868652
0,0,0.17598605155944824
0,0,0.17598605155944824
0,0,0.1798337697982788
0,0,0.18017029762268066
0,0,0.17995798587799072
0,0,0.1805720329284668
0,0,0.18017929792404175
0,0,0.18079626560211182
0,0,0.18097347021102905
0,0,0.1825609803199768
0,0,0.18136084079742432
0,0,0.18064218759536743
0,0,0.17598605155944824
0,0,0.18161827325820923
0,0,0.18247944116592407
0,0,0.18344902992248535
0,0,0.18332594633102417
0,0,0.18339234590530396
0,0,0.18431776762008667
0,0,0.18374764919281006
0,0,0.18532580137252808
0,0,0.1845669150352478
0,0,0.18543916940689087
0,0,0.18581843376159668
0,0,0.18947553634643555
0,0,0.18975847959518433
0,0,0.18854057788848877
0,0,0.1871665120124817
0,0,0.1850069761276245
0,0,0.18417149782180786
0,0,0.1840054988861084
0,0,0.1845109462738037
0,0,0.18393176794052124
0,0,0.18438756465911865
0,0,0.18490397930145264
0,0,0.18490439653396606
0,0,0.18435603380203247
0,0,0.18489235639572144
0,0,0.18481206893920898
0,0,0.1851801872253418
0,0,0.1844286322593689
0,0,0.18436682224273682
0,0,0.184051513671875
0,0,0.18401193618774414
0,0,0.18436694145202637
0,0,0.18447256088256836
0,0,0.1844264268875122
0,0,0.18485409021377563
0,0,0.18447273969650269
0,0,0.18457680940628052
0,0,0.18433910608291626
0,0,0.18430453538894653
0,0,0.18435990810394287
0,0,0.1841980218887329
0,0,0.1843932867050171
0,0,0.1840977668762207
0,0,0.18435615301132202
0,0,0.18418961763381958
0,0,0.1845036745071411
0,0,0.18503320217132568
