FlareLabel,Prediction,PredictionProbability
0,0,0.02045726776123047
0,0,0.02080315351486206
0,0,0.020437240600585938
0,0,0.020052790641784668
0,0,0.019740700721740723
0,0,0.019694805145263672
0,0,0.019541025161743164
0,0,0.019607245922088623
0,0,0.01953732967376709
0,0,0.01990264654159546
0,0,0.019394993782043457
0,0,0.019985556602478027
0,0,0.019994258880615234
0,0,0.019250869750976562
0,0,0.019670844078063965
0,0,0.019385933876037598
0,0,0.0196913480758667
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.020317137241363525
0,0,0.020399510860443115
0,0,0.020496606826782227
0,0,0.02077460289001465
0,0,0.020539522171020508
0,0,0.020746707916259766
0,0,0.02109473943710327
0,0,0.021832406520843506
0,0,0.021131455898284912
0,0,0.02088683843612671
0,0,0.015842199325561523
0,0,0.02096933126449585
0,0,0.02149409055709839
0,0,0.02175891399383545
0,0,0.021600544452667236
0,0,0.021471261978149414
0,0,0.02142101526260376
0,0,0.021269500255584717
0,0,0.021070420742034912
0,0,0.021528542041778564
0,0,0.021826326847076416
0,0,0.021671414375305176
0,0,0.022407710552215576
0,0,0.022618770599365234
0,0,0.02242434024810791
0,0,0.02220684289932251
0,0,0.02211606502532959
0,0,0.021847784519195557
0,0,0.021817922592163086
0,0,0.02185988426208496
0,0,0.021743834018707275
0,0,0.0218275785446167
0,0,0.021937787532806396
0,0,0.021918058395385742
0,0,0.021743178367614746
0,0,0.02187478542327881
0,0,0.02188950777053833
0,0,0.021833837032318115
0,0,0.02139890193939209
0,0,0.021404564380645752
0,0,0.021358907222747803
0,0,0.021315157413482666
0,0,0.021186470985412598
0,0,0.021178007125854492
0,0,0.021022558212280273
0,0,0.02106654644012451
0,0,0.020807981491088867
0,0,0.02060699462890625
0,0,0.020599186420440674
0,0,0.02083301544189453
0,0,0.02071470022201538
0,0,0.02046412229537964
0,0,0.020466327667236328
0,0,0.020283043384552002
0,0,0.02045130729675293
0,0,0.02019447088241577
0,0,0.02048313617706299
0,0,0.020627915859222412
0,0,0.02027183771133423
0,0,0.019785523414611816
0,0,0.01992809772491455
0,0,0.019680321216583252
0,0,0.0197487473487854
0,0,0.01946127414703369
0,0,0.01976257562637329
0,0,0.01975548267364502
0,0,0.01943361759185791
0,0,0.019497931003570557
0,0,0.019303858280181885
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.01933079957962036
0,0,0.019365668296813965
0,0,0.019439697265625
0,0,0.01952129602432251
0,0,0.019243896007537842
0,0,0.018974483013153076
0,0,0.01896566152572632
0,0,0.01896059513092041
0,0,0.018734633922576904
0,0,0.018687784671783447
0,0,0.018767714500427246
0,0,0.01863187551498413
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.015842199325561523
0,0,0.018391668796539307
0,0,0.018420815467834473
0,0,0.018463432788848877
0,0,0.0183335542678833
0,0,0.01835101842880249
0,0,0.0184137225151062
0,0,0.01843106746673584
