FlareLabel,Prediction,PredictionProbability
0,1,0.9969563013873994
0,1,0.9969633589498699
0,1,0.9969459774438292
0,1,0.9969509576912969
0,1,0.9969317736104131
0,1,0.9969438936095685
0,1,0.9969311496242881
0,1,0.9969270166475326
0,1,0.9969448843039572
0,1,0.9969230992719531
0,1,0.9969382078852504
0,1,0.9969329780433327
0,1,0.9969394346699119
0,1,0.996941719437018
0,1,0.9969517360441387
0,1,0.9969554548151791
0,1,0.9969388016033918
0,1,0.9969478251878172
0,1,0.996958289295435
0,1,0.9969459734857082
0,1,0.9969456049147993
0,1,0.9969475655816495
0,1,0.9969507765490562
0,1,0.9969360702671111
0,1,0.9969413096550852
0,1,0.9969407669268548
0,1,0.9969341293908656
0,1,0.9969195614103228
0,1,0.9969455115497112
0,1,0.996953348396346
0,1,0.9969596797600389
0,1,0.9969563130289316
0,1,0.9969758174847811
0,1,0.9969693135935813
0,1,0.9969736009370536
0,1,0.9969842350110412
0,1,0.996987892780453
0,1,0.9969784200657159
0,1,0.9969928988721222
0,1,0.9970161174423993
0,1,0.9969992183614522
0,1,0.9970034367870539
0,1,0.9969667608384043
0,1,0.9969648872502148
0,1,0.9969566112849861
0,1,0.9969434577506036
0,1,0.996937551535666
0,1,0.9969302723184228
0,1,0.996936455136165
0,1,0.9969297193456441
0,1,0.9969138689339161
0,1,0.9969067927449942
0,1,0.996932132402435
0,1,0.9969342784024775
0,1,0.9969030292704701
0,1,0.9969117969740182
0,1,0.9969205397646874
0,1,0.9969248289708048
0,1,0.9969162023626268
0,1,0.9969152272678912
0,1,0.9969208149705082
0,1,0.9969165991060436
0,1,0.9969144673086703
0,1,0.9969134023413062
0,1,0.9969051277730614
0,1,0.9969117674045265
0,1,0.9969105515629053
0,1,0.9969121699687093
0,1,0.9969134819693863
0,1,0.9969120495952666
0,1,0.9969103222247213
0,1,0.9969052542001009
0,1,0.9969091769307852
0,1,0.9969027463812381
0,1,0.996906572021544
0,1,0.9968865115661174
0,1,0.9968929311726242
0,1,0.9968897141516209
0,1,0.9968879336956888
0,1,0.9968869129661471
0,1,0.9968972115311772
0,1,0.9968773014843464
0,1,0.9968808677513152
0,1,0.9968910135794431
0,1,0.9968844288960099
0,1,0.9969071366358548
